City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,San Luis,AR,-33.295,-66.3356,65.35,47,13,7.58,few clouds
451,San Cristobal,VE,7.7669,-72.225,75.38,91,97,1.63,overcast clouds
452,Altagracia De Orituco,VE,9.8601,-66.3814,71.28,92,74,5.28,broken clouds
453,Sturgis,US,41.7992,-85.4192,51.84,50,1,3.44,clear sky
454,Sambava,MG,-14.2667,50.1667,72.72,85,17,8.84,few clouds
455,Ereymentau,KZ,51.6199,73.1033,27.41,46,94,17.9,overcast clouds
456,Rudbar,AF,30.15,62.6,51.93,34,10,3.6,clear sky
457,Vaitape,PF,-16.5167,-151.75,79.52,73,23,9.24,light rain
458,Galveston,US,29.3669,-94.9669,64.36,82,1,5.75,clear sky
459,Kudahuvadhoo,MV,2.6708,72.8944,82.83,71,97,17.74,overcast clouds
460,Azare,NG,11.6765,10.1948,76.17,23,15,6.06,few clouds
461,Wanning,CN,18.8003,110.3967,75.36,85,39,18.21,scattered clouds
462,Semey,KZ,50.4111,80.2275,26.82,68,0,4.47,clear sky
463,Pangody,RU,65.85,74.4859,24.06,96,100,10.83,light snow
464,Progreso,MX,21.2833,-89.6667,75.11,63,90,11.97,overcast clouds
465,Nouadhibou,MR,20.931,-17.0347,66.65,78,100,16.4,overcast clouds
466,Olga,RU,43.7444,135.2892,45.77,55,83,5.93,broken clouds
467,Tocopilla,CL,-22.092,-70.1979,65.43,67,12,8.61,few clouds
468,Aswan,EG,24.0934,32.907,75.18,34,0,7.52,clear sky
469,Laguna De Perlas,NI,12.3429,-83.6712,76.77,89,88,11.36,overcast clouds
470,Jucas,BR,-6.5253,-39.5275,79.16,63,100,1.28,overcast clouds
471,Anadyr,RU,64.75,177.4833,12.7,92,20,6.71,fog
472,Alamos,MX,27.0167,-108.9333,77.72,37,6,1.03,clear sky
473,Beringovskiy,RU,63.05,179.3167,16.43,87,10,6.15,clear sky
474,Madera,US,37.1666,-119.8343,60.08,73,89,5.01,overcast clouds
475,Ati,TD,13.2154,18.3353,80.15,14,6,9.71,clear sky
476,Cassia,BR,-20.5831,-46.9219,71.17,84,80,3.04,broken clouds
477,Dzhebariki-Khaya,RU,62.2167,135.8,-4.0,93,99,3.67,overcast clouds
478,Kamenka,RU,51.3223,42.7678,39.63,89,100,8.48,overcast clouds
479,Nha Trang,VN,12.25,109.1833,84.2,75,9,6.24,clear sky
480,Jacqueville,CI,5.2052,-4.4146,78.71,83,28,8.55,scattered clouds
481,Coolum Beach,AU,-26.5333,153.1,81.1,79,87,1.01,overcast clouds
482,Bikaner,IN,28.0167,73.3,71.53,27,0,2.64,clear sky
483,Kutum,SD,14.2,24.6667,68.11,27,7,8.01,clear sky
484,Rajapur,IN,25.3833,81.15,67.69,51,34,2.71,scattered clouds
485,Camacha,PT,33.0833,-16.3333,63.82,63,40,11.5,scattered clouds
486,Abu Zabad,SD,12.35,29.25,75.38,26,1,7.67,clear sky
487,Dezhou,CN,37.4486,116.2925,31.37,81,3,10.49,clear sky
488,Palimbang,PH,6.2106,124.1894,88.09,65,9,4.09,clear sky
489,Jacmel,HT,18.2342,-72.5347,82.24,84,100,2.37,overcast clouds
490,Chernyshevskiy,RU,63.0128,112.4714,23.04,93,100,9.64,overcast clouds
491,Porto Walter,BR,-8.2686,-72.7439,74.46,85,91,3.0,overcast clouds
492,Deputatskiy,RU,69.3,139.9,-17.07,82,1,3.04,clear sky
493,Dongsheng,CN,39.8161,109.9776,19.53,56,0,14.7,clear sky
494,Ipixuna,BR,-1.7625,-48.8043,78.75,81,98,2.95,overcast clouds
495,Porto Nacional,BR,-10.7081,-48.4172,77.0,88,100,2.26,overcast clouds
496,Kasongo-Lunda,CD,-6.4667,16.8167,68.16,98,90,0.29,overcast clouds
497,Cockburn Town,TC,21.4612,-71.1419,82.13,74,99,7.61,overcast clouds
498,Pemangkat,ID,1.1667,108.9667,83.23,70,37,4.59,scattered clouds
499,Ituacu,BR,-13.8133,-41.2967,72.52,92,100,5.73,overcast clouds
500,Ixtapa,MX,20.7,-105.2,74.44,93,29,2.19,scattered clouds
501,Moranbah,AU,-22.0016,148.0466,91.65,37,46,14.14,scattered clouds
502,Colares,PT,38.7992,-9.4469,54.9,60,30,5.01,scattered clouds
503,Marzuq,YE,14.4,46.4667,65.1,36,0,0.6,clear sky
504,Maneadero,MX,31.7167,-116.5667,60.1,82,3,3.56,clear sky
505,Svetlyy,RU,54.675,20.1347,46.45,83,71,22.03,broken clouds
506,Talara,PE,-4.5772,-81.2719,64.9,87,28,16.78,scattered clouds
507,Laguna,US,38.421,-121.4238,57.06,58,1,3.44,clear sky
508,San Carlos Del Zulia,VE,9.0,-71.9135,77.27,75,100,2.46,overcast clouds
509,Svetlaya,RU,46.5389,138.3297,41.4,29,100,2.42,overcast clouds
510,Pacific Grove,US,36.6177,-121.9166,57.58,79,34,5.01,scattered clouds
511,Vanimo,PG,-2.6741,141.3028,86.72,65,55,9.19,broken clouds
512,Carutapera,BR,-1.195,-46.02,78.85,83,66,5.91,broken clouds
513,Biritiba-Mirim,BR,-23.5698,-46.0407,66.09,93,16,1.05,few clouds
514,Samarai,PG,-10.6167,150.6667,84.99,72,3,14.03,clear sky
515,Camopi,GF,3.1655,-52.3158,73.08,99,99,2.3,overcast clouds
516,Nipawin,CA,53.3668,-104.0009,35.65,60,100,8.59,overcast clouds
517,Tatawin,TN,32.9297,10.4518,60.42,49,62,4.05,broken clouds
518,Jyvaskyla,FI,62.2415,25.7209,32.34,86,90,11.5,light shower snow
519,Plouzane,FR,48.3833,-4.6167,51.85,97,90,0.0,overcast clouds
520,Tibiri,NE,13.5627,7.0485,78.98,15,5,7.43,clear sky
521,Roma,US,43.2128,-75.4557,46.67,79,1,0.0,clear sky
522,Omutninsk,RU,58.67,52.1932,31.21,83,71,7.94,broken clouds
523,Limon,CR,10.0,-83.0333,77.94,83,100,5.14,overcast clouds
524,Simao,CN,22.7886,100.9748,65.8,76,100,0.49,overcast clouds
525,Haines Junction,CA,60.7522,-137.5108,19.31,65,8,2.06,clear sky
526,Shu,KZ,43.5983,73.7614,24.89,71,3,5.26,clear sky
527,Porbandar,IN,21.6422,69.6093,77.92,41,100,10.85,overcast clouds
528,Along,IN,28.1667,94.7667,64.92,48,26,1.12,scattered clouds
529,Rawson,AR,-43.3002,-65.1023,59.63,59,100,5.59,overcast clouds
530,Tashla,RU,51.7716,52.7427,35.38,93,16,3.11,few clouds
531,Tongchuan,CN,35.0806,109.0897,37.36,26,0,2.59,clear sky
532,Tessalit,ML,20.1986,1.0114,78.24,21,56,7.58,broken clouds
533,La Ronge,CA,55.1001,-105.2842,33.1,65,32,4.18,scattered clouds
534,San Quintin,MX,30.4833,-115.95,62.31,83,28,5.37,scattered clouds
535,Sokolo,ML,14.7328,-6.1219,85.14,19,22,7.43,few clouds
536,Aksarayskiy,RU,46.7924,48.0119,46.35,86,30,4.0,scattered clouds
537,North Auburn,US,38.9313,-121.0819,52.23,76,1,0.0,clear sky
538,Cagli,IT,43.5457,12.6527,51.4,96,99,2.59,overcast clouds
539,Grand-Santi,GF,4.25,-54.3833,73.38,99,95,1.88,overcast clouds
540,Fort Nelson,CA,58.8053,-122.7002,24.39,93,90,3.44,light shower snow
541,Panjab,AF,34.388,67.0233,32.31,88,26,3.38,scattered clouds
542,Tilichiki,RU,60.4667,166.1,22.17,96,100,7.63,light snow
543,Fare,PF,-16.7,-151.0167,79.27,73,7,7.72,clear sky
544,Beian,NO,63.6559,9.5683,35.01,86,0,9.22,clear sky
545,Sampit,ID,-2.5333,112.95,74.73,99,100,1.07,heavy intensity rain
546,Port Lincoln,AU,-34.7333,135.8667,60.12,57,97,6.35,overcast clouds
547,Castelo Branco,PT,39.8222,-7.4909,44.11,65,64,8.77,broken clouds
548,Bonthe,SL,7.5264,-12.505,77.9,85,13,1.83,light rain
549,Toma,BF,12.7667,-2.8833,81.52,28,94,6.67,overcast clouds
550,Ponta Delgada,PT,37.7333,-25.6667,70.5,83,40,11.5,scattered clouds
551,Kununurra,AU,-15.7667,128.7333,91.38,66,75,6.91,broken clouds
552,Quelimane,MZ,-17.8786,36.8883,69.01,95,6,4.68,clear sky
553,Rincon,US,32.296,-81.2354,57.06,87,1,0.0,clear sky
554,Sao Sebastiao,BR,-23.76,-45.4097,66.88,85,21,3.15,few clouds
555,Vestmanna,FO,62.1564,-7.1664,43.72,87,75,16.11,broken clouds
556,Kamaishi,JP,39.2667,141.8833,58.35,85,100,8.37,overcast clouds
557,Haimen,CN,23.1935,116.6142,64.6,66,21,20.45,few clouds
558,Yuzhno-Kurilsk,RU,44.0306,145.8556,47.84,67,86,7.16,overcast clouds
559,Paita,PE,-5.0892,-81.1144,64.53,84,19,13.96,few clouds
560,Sorland,NO,67.667,12.6934,41.22,55,96,14.92,overcast clouds
561,La Palma,US,33.8464,-118.0467,68.77,83,1,1.99,haze
562,Niquelandia,BR,-14.4739,-48.4597,72.75,85,100,2.37,overcast clouds
563,Kantunilkin,MX,21.0917,-87.45,66.04,84,0,2.51,clear sky
564,Worland,US,44.0169,-107.9554,46.58,69,90,4.61,overcast clouds
565,Contamana,PE,-7.3333,-75.0167,77.65,69,28,2.82,scattered clouds
566,Ulaanbaatar,MN,47.9077,106.8832,14.13,62,0,2.24,clear sky
567,Kautokeino,NO,69.0125,23.0412,12.85,88,100,3.09,overcast clouds
568,Maltahohe,NA,-24.8333,16.9833,51.62,46,2,15.55,clear sky
569,Ponta Pora,BR,-22.5361,-55.7256,66.76,95,26,3.83,scattered clouds
570,Kerrobert,CA,51.9168,-109.1348,33.28,41,4,8.55,clear sky
571,Ust-Kan,RU,50.9276,84.761,14.54,86,71,3.85,broken clouds
572,Yashkul,RU,46.1711,45.3435,41.88,66,62,2.89,broken clouds
573,San Ramon,US,37.7799,-121.978,55.89,57,1,4.61,clear sky
574,Lebanon,US,36.2081,-86.2911,54.21,82,1,0.0,clear sky
575,Northam,GB,51.0333,-4.2167,47.71,90,21,4.99,few clouds
576,Cayenne,GF,4.9333,-52.3333,81.09,84,75,5.01,broken clouds
577,Seminole,US,28.7086,-81.2081,62.96,90,1,5.75,clear sky
578,Ust-Ishim,RU,57.6935,71.1665,29.71,95,100,11.88,snow
579,Challans,FR,46.8436,-1.8749,44.51,91,4,5.82,clear sky
580,Huarmey,PE,-10.0681,-78.1522,64.04,85,97,6.11,overcast clouds
581,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,4.61,clear sky
582,Haldaur,IN,29.3,78.2833,61.92,62,0,2.53,clear sky
583,Pangnirtung,CA,66.1451,-65.7125,15.8,67,20,0.0,few clouds
584,Sonoita,MX,31.85,-112.8333,71.35,39,28,4.07,scattered clouds
585,Takaka,NZ,-40.85,172.8,71.98,57,18,4.59,few clouds
586,Ayan,RU,56.45,138.1667,23.07,55,1,23.29,clear sky
587,Cavalcante,BR,-13.7975,-47.4583,70.79,87,100,1.57,overcast clouds
588,Tornio,FI,65.8481,24.1466,15.82,74,4,5.08,clear sky
589,Varhaug,NO,58.6147,5.6457,45.9,80,100,17.38,overcast clouds
590,Vakhrushi,RU,58.6847,50.0261,32.59,80,100,6.89,overcast clouds
591,Pointe Michel,DM,15.25,-61.3833,80.2,76,30,10.78,scattered clouds
592,Taoudenni,ML,22.6783,-3.9836,69.91,22,0,14.52,clear sky
593,Nelson Bay,AU,-32.7167,152.15,76.75,78,40,1.99,scattered clouds
594,Half Moon Bay,US,37.4636,-122.4286,57.78,76,20,1.01,few clouds
595,Yumen,CN,40.2833,97.2,21.4,39,10,9.66,clear sky
596,Road Town,VG,18.4167,-64.6167,79.0,71,23,10.74,few clouds
597,Yunyang,CN,33.4474,112.7142,45.52,30,0,3.47,clear sky
598,Zyryanka,RU,65.75,150.85,5.25,93,100,10.0,overcast clouds
599,Luena,AO,-11.7833,19.9167,65.3,77,76,5.41,broken clouds
600,Semporna,MY,4.4818,118.6112,82.94,82,71,4.99,broken clouds
601,Mulchen,CL,-37.7167,-72.2333,56.8,73,18,6.71,few clouds
602,Khajuraho,IN,24.85,79.9333,67.23,49,18,2.24,few clouds
603,Dzerzhinsk,RU,56.2389,43.4631,39.02,100,90,13.42,overcast clouds
604,Vao,NC,-22.6667,167.4833,72.18,64,10,6.31,clear sky
605,Sibu,MY,2.3,111.8167,85.33,66,99,2.71,overcast clouds
606,Oistins,BB,13.0667,-59.5333,80.69,78,40,14.97,scattered clouds
607,Whitecourt,CA,54.1502,-115.6855,29.82,62,44,1.63,scattered clouds
608,Raudeberg,NO,61.9875,5.1352,38.86,81,99,4.0,overcast clouds
609,Hirtshals,DK,57.5881,9.9592,42.85,79,100,14.67,overcast clouds
610,Chemax,MX,20.65,-87.9333,65.34,87,0,3.76,clear sky
611,Ciuhoiu,RO,47.2333,22.1167,46.69,90,98,1.34,light rain
612,Kodar,IN,16.9833,79.9667,71.24,78,98,3.76,overcast clouds
613,Sistranda,NO,63.7256,8.834,34.9,71,100,12.59,overcast clouds
614,Longavi,CL,-35.9667,-71.6833,56.95,58,8,6.38,clear sky
615,Mokhsogollokh,RU,61.4681,128.9203,15.91,85,100,5.53,overcast clouds
616,Orlik,RU,52.5178,99.825,12.76,83,100,2.95,overcast clouds
617,Singaraja,ID,-8.112,115.0882,85.96,68,77,3.65,broken clouds
618,Tutoia,BR,-2.7619,-42.2744,76.71,88,100,7.92,overcast clouds
619,Port-Gentil,GA,-0.7193,8.7815,78.66,85,100,10.76,light rain
620,General Roca,AR,-39.0333,-67.5833,70.2,19,94,8.43,overcast clouds
621,Sumbe,AO,-11.2061,13.8437,74.32,86,81,2.17,broken clouds
622,Guymon,US,36.6828,-101.4816,64.4,24,1,13.8,clear sky
623,Monrovia,LR,6.3005,-10.7969,78.06,86,24,5.23,moderate rain
624,Puerto Cabezas,NI,14.0351,-83.3888,75.33,92,100,9.95,overcast clouds
625,Lensk,RU,60.7253,114.9278,29.35,92,100,13.53,light snow
626,La Baule-Escoublac,FR,47.2922,-2.364,48.99,92,40,4.61,scattered clouds
627,Padilla,CO,3.2204,-76.3139,66.42,94,100,2.86,overcast clouds
628,Antofagasta,CL,-23.65,-70.4,60.08,76,46,6.55,scattered clouds
629,Fonte Boa,BR,-2.4959,-66.2662,73.24,97,73,1.83,broken clouds
630,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,68,0,24.16,clear sky
631,Kemijarvi,FI,66.7131,27.4306,18.48,91,20,2.19,few clouds
632,Yerbogachen,RU,61.2767,108.0108,26.92,94,100,11.72,light snow
633,Guilin,CN,25.2819,110.2864,49.75,49,90,13.85,overcast clouds
634,Linxia,CN,35.6003,103.2064,26.29,53,79,0.51,broken clouds
635,Kumluca,TR,36.3703,30.2869,70.79,31,87,4.9,overcast clouds
636,Karpogory,RU,64.0019,44.4451,24.17,86,69,3.71,broken clouds
637,Lamar,US,33.6668,-95.5836,59.16,75,1,9.22,clear sky
638,Lapithos,CY,35.3375,33.1792,63.28,47,15,1.92,few clouds
639,Belmonte,BR,-15.8631,-38.8828,75.24,88,99,3.33,overcast clouds
640,Cocorit,MX,27.5833,-109.9667,76.71,31,3,4.52,clear sky
641,Mujiayingzi,CN,42.1167,118.7833,21.96,60,100,25.01,overcast clouds
642,Poya,NC,-21.35,165.15,80.49,59,93,4.74,overcast clouds
643,Teguise,ES,29.0605,-13.564,62.82,68,0,16.11,clear sky
644,Tondano,ID,1.3038,124.9112,81.16,62,100,4.7,overcast clouds
645,Japura,ID,-0.3167,102.35,80.98,81,99,2.89,overcast clouds
646,Rancho Palos Verdes,US,33.7445,-118.387,65.21,90,13,3.0,few clouds
647,Sisimiut,GL,66.9395,-53.6735,16.25,84,83,7.02,broken clouds
648,Aljezur,PT,37.3191,-8.8033,45.63,49,0,6.64,clear sky
649,Najran,SA,17.4924,44.1277,59.7,28,0,1.03,clear sky
650,Yatou,CN,37.15,122.3833,39.74,69,55,24.29,broken clouds
651,Ust-Tsilma,RU,65.441,52.1498,21.99,95,58,3.49,broken clouds
652,Pospelikha,RU,51.95,81.7667,24.28,70,100,14.29,overcast clouds
653,Challapata,BO,-18.9,-66.7667,53.69,27,96,4.32,overcast clouds
654,Chipinge,ZW,-20.1883,32.6236,65.77,43,0,3.76,clear sky
655,Robertsganj,IN,24.7,83.0667,64.63,57,9,3.22,clear sky
656,Kortkeros,RU,61.8106,51.5806,33.8,93,99,8.57,overcast clouds
657,Uruguaiana,BR,-29.7547,-57.0883,66.13,82,0,9.22,clear sky
658,Zion,US,42.4461,-87.8328,58.86,64,1,12.66,clear sky
659,Whitehorse,CA,60.7161,-135.0538,15.31,92,28,3.0,scattered clouds
660,Morehead,US,37.2711,-87.1764,48.83,87,1,0.0,clear sky
661,Morgan City,US,29.6994,-91.2068,54.01,100,1,0.0,clear sky
662,Qaqortoq,GL,60.7167,-46.0333,25.59,84,100,2.73,overcast clouds
663,Elizabeth City,US,36.2946,-76.2511,54.01,80,1,20.71,clear sky
664,Nioro,GM,13.35,-15.75,76.01,62,15,6.08,few clouds
665,Blackwater,AU,-23.5833,148.8833,86.43,49,97,8.55,overcast clouds
666,Nizhniy Odes,RU,63.6445,54.856,29.48,95,100,7.31,light snow
667,Canutama,BR,-6.5339,-64.3831,75.7,92,100,2.44,overcast clouds
668,Oytal,KZ,42.9057,73.2697,29.57,61,14,5.01,few clouds
669,Butka,RU,56.7179,63.7866,37.18,87,100,14.79,overcast clouds
670,Shunyi,CN,40.125,116.6453,35.55,30,0,20.13,clear sky
671,Nanakuli,US,21.3906,-158.1547,84.15,58,20,8.05,few clouds
672,Bafoulabe,ML,13.8065,-10.8321,82.2,40,7,2.33,clear sky
673,Santa Cruz,BO,-17.8,-63.1667,69.26,78,20,3.44,few clouds
674,Parrita,CR,9.5201,-84.3225,82.17,87,95,2.46,overcast clouds
675,Ashland,US,40.8167,-82.2665,51.08,77,5,4.72,clear sky
676,Chapais,CA,49.7834,-74.8492,40.78,98,100,6.44,overcast clouds
677,Tiznit,MA,29.5833,-9.5,55.36,41,0,4.76,clear sky
